Action Taken,Severity Level,Attack Type,Destination Port,Source Port,Anomaly Scores,Packet Length,Localidad
0,1,0,13291,21482,9299,908,65
1,1,1,28638,27893,1352,671,136
0,2,0,3566,18311,5277,353,136
0,1,0,8165,22879,9111,856,135
0,2,2,13687,21848,5556,1106,311
0,1,0,19338,14641,4217,527,89
1,1,1,29768,14465,3403,377,125
0,0,2,12155,1430,5591,1097,225
0,1,1,2663,4943,8014,334,144
1,1,2,1894,7207,2873,1321,198
0,1,0,21437,10919,1384,1430,173
1,0,1,2966,12756,4895,104,3
2,0,0,4783,10152,8288,1124,236
0,0,0,13053,22939,1274,140,198
2,2,0,8470,28938,264,467,249
2,2,1,22469,23046,8894,912,50
2,2,1,14644,28926,4133,1420,284
0,1,0,6817,11290,1189,758,35
1,0,0,19690,16562,1175,1232,200
1,2,1,11284,6317,5069,500,214
0,0,1,18660,20401,4708,227,143
1,2,1,17271,20395,3964,1056,276
0,0,2,12828,3169,6738,966,88
1,1,0,14836,23924,8437,1228,71
1,2,0,28998,17068,4945,861,157
2,2,0,4802,10467,3694,1115,18
0,0,1,10213,27041,6116,388,189
0,2,1,6864,26841,1360,1412,197
0,0,1,25947,21214,1895,505,104
1,0,1,25650,28304,8879,33,66
1,1,1,11225,2774,3107,300,286
1,2,1,9015,9984,9633,755,125
2,2,1,8565,9512,5962,239,182
1,2,0,15704,10707,9788,307,98
1,2,2,19214,26943,6375,132,32
1,2,0,21653,21476,3574,1416,234
1,0,2,10608,18238,9806,176,17
2,0,0,11640,7314,6434,434,83
0,0,2,8913,26108,5086,928,12
1,2,2,25786,10120,1939,1319,54
2,1,0,8564,27085,3941,849,264
2,1,0,26854,4452,6113,1122,283
0,0,1,20383,1020,7054,133,105
1,2,0,3858,14684,5217,1165,15
2,1,0,19131,26283,797,128,315
0,1,1,28230,1704,8700,113,242
2,0,0,12438,20684,2854,89,57
0,2,2,24790,12232,5850,237,92
1,0,0,9799,10368,5710,579,222
2,1,1,8310,7037,2807,722,147
2,2,1,3164,23468,8028,716,13
0,2,2,21765,18896,7234,1300,93
0,2,0,6732,7905,7535,733,212
2,2,1,4119,5449,3135,109,303
0,1,1,141,2304,4732,207,133
2,1,1,15709,27800,5462,1155,9
1,2,2,29054,28469,1459,1244,307
2,1,1,900,3787,8826,1039,246
0,2,1,13210,22098,8545,675,298
0,1,2,28532,21660,7008,781,87
2,2,0,5089,6394,6641,1063,34
2,2,1,15927,5837,423,54,143
0,0,2,26352,16473,6854,65,23
1,2,1,17970,16973,6439,711,205
2,0,2,2901,6910,4704,1299,52
2,2,2,22765,5544,9381,1239,259
0,0,0,17083,5229,4236,531,182
1,2,2,2383,19380,8386,763,110
1,2,1,12634,7311,6409,1108,300
2,1,0,18476,28197,365,980,238
1,0,0,16855,28153,5849,852,205
2,2,1,11693,28617,6003,791,162
0,0,2,12941,4851,3957,48,144
1,2,2,25335,21106,8859,177,51
0,2,2,24208,9526,8670,1072,171
1,2,1,441,4524,3092,1090,181
0,2,2,22620,8493,1903,843,208
1,1,0,15016,25291,8428,259,244
0,1,2,18757,22431,3156,1115,76
1,2,1,9763,25377,7607,848,86
0,1,1,17226,11789,5157,705,62
0,1,0,23736,15886,3751,1039,94
0,0,1,17718,16821,2972,1191,263
1,1,0,123,26063,1093,93,315
0,0,0,26440,9758,953,1324,312
2,2,0,1254,23367,6255,1387,28
1,2,1,21075,21901,5108,1102,253
0,1,2,10284,2749,6504,79,298
1,2,1,14120,17623,7641,1387,14
1,1,2,1583,3773,3320,1181,148
0,2,2,22587,20055,2212,732,148
0,0,2,14514,11003,7198,1228,179
1,2,2,23380,21780,5763,1328,197
0,0,1,22472,22936,2393,493,186
2,0,0,11888,27522,9020,135,194
0,1,0,18809,4042,4020,1275,45
1,1,1,20655,19098,9792,353,289
2,0,0,10687,1906,7268,244,207
0,0,1,2053,17102,5890,998,136
2,2,1,19104,25615,1941,322,70
1,2,2,11718,6739,9544,197,239
2,0,0,3825,22490,1560,1318,94
1,0,1,13868,3237,6797,1191,163
2,2,1,9216,21842,1915,124,239
1,1,2,15645,2113,2249,560,213
0,0,0,4882,11983,6418,30,214
1,0,2,8091,21012,4919,744,240
0,0,0,24340,19042,7460,418,135
0,0,1,13907,17561,5445,238,166
0,0,1,11414,29330,5151,1202,55
1,0,0,10940,2108,7818,1013,54
2,1,0,16288,17564,5773,428,22
2,0,1,3315,1999,3891,250,308
0,1,1,9704,17067,8938,885,122
2,0,1,10134,23303,8318,849,307
1,1,2,333,1447,7928,56,7
2,1,0,4208,11060,1839,1100,174
1,2,0,25779,20060,2890,312,246
2,1,0,17623,19749,7363,995,126
1,2,0,24802,18435,6806,966,248
0,1,1,7413,21783,3407,859,225
2,0,1,5452,22591,4801,235,137
0,1,0,5805,28067,5709,730,128
1,2,2,23143,18690,1144,13,1
2,0,0,1088,23433,6045,1066,171
2,2,1,8985,2274,4352,257,53
1,1,2,11716,26736,8864,251,174
2,0,0,24644,3660,2755,1291,150
2,2,1,17054,13691,3494,987,135
1,2,0,19149,16461,2304,162,35
1,0,2,22056,9197,1798,662,146
0,1,0,18210,15623,4521,1260,118
2,0,0,8510,26295,641,886,187
1,2,2,21158,15668,4391,926,305
1,1,2,9347,6414,4018,577,299
1,1,0,24869,18490,9296,927,109
2,0,0,15820,20419,6105,534,151
2,1,2,11729,4541,8069,886,32
0,2,0,11604,5225,3219,322,287
0,1,0,3920,24023,3904,1142,270
1,0,2,4877,11945,309,941,10
0,2,2,22747,9014,6042,1086,23
2,0,0,18083,24095,2405,685,156
0,1,0,26742,28263,8952,621,81
1,1,1,22273,6951,1422,131,58
1,1,0,24779,19777,4200,431,112
1,0,1,5841,24213,3068,151,53
0,2,0,23047,16581,4516,515,86
0,0,1,3767,11350,5546,139,76
1,1,2,2092,23033,5511,672,28
0,2,2,11180,7202,1806,698,190
0,0,0,17582,29479,9590,696,172
0,2,1,23052,10388,3980,496,135
1,2,2,9278,18821,3792,507,49
0,0,0,20745,2325,260,725,116
2,1,2,10061,5080,3526,460,127
2,1,1,6962,17528,5582,741,94
2,2,2,21378,16146,8010,601,117
2,0,2,17728,13805,882,139,50
1,1,2,9349,22581,2364,435,269
0,2,1,20834,14428,8636,54,236
2,1,1,20479,7657,3741,543,84
2,2,1,8684,509,3622,302,96
0,2,0,28884,3181,5246,1416,289
0,0,2,27996,16980,128,995,5
2,2,0,19635,26682,4025,1246,284
1,1,0,10214,26071,1414,1100,90
1,2,1,17531,3287,3924,1237,74
2,2,1,18881,9761,1103,1436,34
2,2,0,12206,17690,7263,1300,214
1,0,1,6636,16568,1828,1081,142
0,0,0,9771,2848,9702,386,224
0,2,0,28851,2117,7900,1045,3
1,2,2,19419,3259,2684,1228,4
2,1,2,20562,6832,8493,994,187
0,2,1,15752,13656,728,1071,11
0,0,0,23497,26176,7187,527,61
0,2,1,27852,20500,2818,113,95
0,1,0,15120,15583,4802,165,116
2,0,0,2209,1964,3888,1089,72
0,0,2,16104,7575,8480,398,182
0,2,2,26266,24909,3128,815,115
0,1,2,12835,15420,43,158,267
0,0,0,8462,4046,8978,277,142
0,2,0,9813,14622,5693,1067,240
1,1,2,14023,7394,2414,1097,290
2,2,1,22454,19820,6259,1078,33
2,2,1,16212,16443,472,982,125
1,2,0,12978,1857,794,268,109
0,1,2,20950,29546,9481,110,50
2,2,1,23083,26719,6837,213,136
1,2,0,15445,17569,5176,9,307
0,1,2,28289,20462,4713,996,37
0,2,1,2056,2157,1804,460,145
2,1,2,16302,20765,4375,607,118
2,0,0,1857,5199,7023,620,11
1,0,2,26816,21014,3727,486,42
0,2,2,13272,27000,3626,144,198
0,0,2,27209,24615,4153,1078,120
0,1,2,2112,8778,4238,1311,254
1,1,0,24482,18297,8103,1408,94
2,1,1,22571,23536,6068,950,266
2,1,2,14065,24037,2099,990,189
1,0,2,3210,11513,3815,754,198
0,0,0,9165,27373,1909,646,133
0,1,2,21677,23150,8685,742,286
2,0,2,11872,17205,4548,1100,272
0,0,1,15831,23282,2949,550,107
0,2,1,27392,7437,8518,426,293
0,1,2,13478,23593,3977,972,234
0,1,2,17259,1647,6651,145,131
2,0,1,1297,22790,9451,1021,79
1,0,0,4513,2182,6689,306,272
0,0,0,16243,22860,9690,1076,132
1,1,2,28654,26295,743,582,276
1,2,1,21307,13991,4666,424,175
1,2,1,18481,15092,4866,331,91
0,1,2,7332,24471,5086,867,82
1,1,1,21690,6734,4526,340,315
1,1,0,22620,8041,3926,975,98
2,1,2,29059,29046,999,345,250
2,0,2,8602,5942,3037,258,148
1,0,1,1015,3120,8763,412,69
2,1,0,21779,19980,3896,1297,300
2,2,0,1658,26801,153,327,228
1,2,1,25234,15340,543,1151,28
1,2,1,28148,27967,9603,1349,246
0,0,0,24780,12616,8354,81,237
0,2,1,1792,10601,7469,146,315
1,1,0,25173,16438,9395,1123,80
1,0,2,16656,1461,1041,23,160
1,0,2,6536,16451,1352,561,288
2,2,2,28004,9751,3061,37,133
1,0,2,11392,12042,1612,1257,227
0,0,2,21208,2672,5872,517,82
0,1,1,19987,8680,7723,130,140
0,0,2,7605,15637,4659,290,79
1,2,2,25797,4668,7451,709,306
2,1,2,1222,10211,4005,765,144
2,2,1,22476,10495,4186,1228,254
2,2,2,17656,18351,5435,1086,39
1,1,0,23346,26191,7603,805,210
0,2,1,15409,1565,8890,771,128
0,2,1,14506,8813,3484,1295,67
0,0,1,5713,1971,6568,253,91
1,0,0,16738,10401,7405,757,210
0,2,1,10495,12753,2077,862,48
1,2,2,3199,13435,6093,242,135
1,0,0,14946,934,3929,68,226
0,1,1,4141,9486,3347,1415,217
0,1,2,3528,24840,140,393,78
1,1,2,2685,16310,6263,163,211
1,1,1,17750,17854,4724,1108,27
1,2,2,2764,19871,5860,542,205
1,1,1,28710,19949,1014,760,162
2,0,2,26052,26954,3400,265,173
0,1,0,455,7212,5973,603,256
1,2,2,5060,17204,2433,1407,240
2,1,2,4259,23594,3236,626,132
2,2,2,9031,15839,9631,1174,237
2,2,2,16060,5307,2391,950,155
2,0,0,12523,2513,2537,62,310
0,1,0,1343,12420,2731,987,276
1,2,2,29482,18246,3663,53,183
0,0,0,17310,9828,6915,485,309
1,0,2,12612,28759,6855,858,39
1,2,0,28746,1617,1737,1297,177
1,1,0,28528,20062,4577,794,265
1,1,2,29628,2210,3635,268,300
2,0,2,14429,4170,2391,291,17
0,1,2,15804,19942,7588,1432,88
0,0,0,10737,27313,4485,1161,310
2,1,2,29638,24088,5706,539,219
1,1,0,15980,5470,3246,29,180
1,2,1,9622,12158,7546,1217,122
2,1,2,17875,20297,2782,650,42
1,0,1,17716,15370,5401,1397,127
1,1,2,19581,53,1516,1345,314
0,0,0,28616,8831,7646,1375,52
1,2,1,16616,2582,6465,313,118
2,0,2,10141,18178,3540,646,64
2,2,1,22944,9809,4141,450,259
1,0,0,5684,7677,1873,474,10
0,2,0,13991,14513,1897,207,280
0,0,1,17272,27607,9655,277,247
2,2,1,7983,7621,1566,418,282
1,2,0,18723,18419,7205,737,252
0,1,2,18151,14224,5119,827,127
0,0,2,4027,5361,8347,1147,24
1,1,2,23653,14601,9430,317,218
2,1,1,12232,27637,6076,1345,192
0,1,0,6171,8525,6490,906,64
2,1,0,11996,25814,8351,1173,227
1,2,2,22780,15004,1858,323,142
2,1,1,13096,16399,53,1048,189
2,2,1,22322,26469,1725,1218,5
0,2,0,21329,26788,8728,519,221
1,2,2,16626,9084,7146,568,201
0,2,0,3712,1275,3697,1236,207
2,0,2,16601,11141,8709,31,56
0,2,0,6428,17077,3872,555,229
0,0,1,21133,28035,1804,937,55
0,2,0,2689,12129,9313,482,260
1,0,2,16565,27514,7185,1379,309
0,2,0,4362,6748,2285,176,35
0,0,1,28728,4918,6771,748,51
2,1,1,4156,28054,1076,1292,101
1,1,1,15009,5407,7417,1221,287
2,2,1,19169,15676,9480,126,198
2,2,0,4168,12110,2634,523,119
2,1,0,5198,10112,6257,1031,155
1,2,2,28843,4034,22,727,226
1,1,2,27953,16533,4377,1136,273
0,1,0,11840,27203,557,458,75
0,0,1,16197,1919,9474,1305,301
0,0,1,24901,7920,9769,1059,244
0,0,2,24215,24184,5330,1333,66
1,2,2,14902,29321,2231,814,281
2,2,0,19046,6492,9783,624,153
2,0,2,86,15971,1502,1379,135
1,0,2,6095,14110,6462,1232,298
2,1,1,26543,4476,9760,509,154
2,1,0,9743,17500,1666,264,154
0,1,1,13581,15824,5601,737,132
0,0,0,1352,19827,5175,815,178
2,1,0,17704,2827,5351,115,8
2,1,2,28204,6079,796,1110,219
0,1,2,15153,13987,1946,888,149
0,0,1,3862,14354,9660,909,194
0,1,2,18997,7441,7383,919,52
1,1,0,305,9913,9565,1373,315
0,1,0,10495,11770,3674,1380,99
2,0,0,12466,24654,7114,1418,87
0,2,1,22209,27236,9175,508,145
1,2,1,778,19633,1834,6,79
0,1,1,27093,17994,8215,893,6
2,2,1,16914,7169,3052,1152,254
0,0,0,14751,1927,8215,352,124
0,0,1,10565,8520,239,375,172
0,2,1,14825,9916,2804,853,190
0,0,2,10101,26718,7118,133,59
2,2,1,1156,3246,3640,1323,158
1,2,0,14449,28032,1999,159,248
2,2,1,17209,7332,126,1306,51
2,2,1,15159,17592,5866,107,210
1,2,2,4049,24294,837,439,86
1,1,0,26269,12185,8046,1114,231
0,0,2,28850,22071,9779,505,5
2,0,1,12910,10423,2474,1365,200
0,0,1,22137,12601,2670,1173,191
2,0,1,3880,17288,7348,1294,173
0,1,1,21215,27344,8983,351,89
0,1,1,28697,1133,4382,519,1
0,1,2,16264,25734,4200,263,211
2,0,2,2678,3000,1712,1410,205
1,2,1,2586,11755,6544,70,167
0,0,0,10557,17529,8121,1316,127
1,2,0,13171,21073,8281,1216,199
1,1,0,20237,5044,4933,1162,57
1,0,2,20324,4935,6959,348,238
0,2,2,5649,23225,8734,897,30
0,2,0,27139,10971,3934,47,133
2,1,1,18843,2297,5748,294,18
1,1,1,14277,27268,7989,1157,11
0,0,0,12961,22724,9098,1123,73
0,2,0,10302,4160,8912,142,300
2,0,2,543,22115,7033,1338,304
0,2,0,17,27539,497,1311,70
2,0,1,8715,14969,857,505,226
1,0,1,20069,16327,87,1074,101
2,2,0,23777,19252,3135,491,276
0,0,0,23811,11037,5093,1290,312
0,2,1,23376,23548,3779,1402,76
2,1,0,17358,26209,6935,840,284
0,2,0,23542,21287,7440,363,249
2,2,0,25823,13208,3903,921,40
0,1,0,20134,11037,8100,1058,271
0,1,0,26891,14040,3603,1431,124
2,2,2,10030,25133,9151,634,28
2,1,0,19407,15198,8007,1117,45
0,1,1,12889,19800,6061,1372,125
2,1,0,16447,13961,8317,472,215
1,0,0,26633,23737,3475,906,160
0,0,2,19426,16741,3503,889,145
1,1,2,15924,16845,1070,1097,237
2,2,1,17917,7378,6339,1433,136
2,0,2,7481,7866,9194,613,208
1,1,1,19398,17161,6150,356,149
1,0,1,18415,23147,539,325,16
2,0,1,2072,27067,6358,1171,154
2,1,2,5584,27998,8713,518,48
0,0,2,20313,7953,6849,185,146
1,1,0,11774,14041,2528,832,260
0,0,0,5349,12675,1027,1191,266
1,2,0,17130,5251,7825,1010,135
1,2,0,18013,25998,2673,194,142
1,0,2,4738,16783,9294,1427,127
0,1,2,3276,10720,3941,855,63
0,1,0,17813,1058,792,980,227
2,0,2,15747,15265,5170,1023,38
1,2,2,29439,27117,3519,1234,246
0,1,2,1228,13354,1414,58,138
0,0,2,8882,21447,500,489,225
2,1,0,8820,29362,1211,308,142
2,0,2,24980,25237,4757,1434,203
0,1,2,16078,19170,5368,806,20
2,2,1,8225,16934,8771,1014,24
0,1,0,25105,26994,2720,395,285
2,1,0,22926,26069,4958,1171,209
0,0,0,20729,24198,8776,1160,262
0,0,2,29864,9038,7584,1252,122
0,0,2,22932,22794,1176,304,306
0,0,1,18894,20473,482,813,155
1,0,1,22894,2875,5433,66,249
0,0,1,13321,27921,672,963,100
1,1,1,1121,113,2446,1179,312
0,1,2,27245,20580,8424,1027,118
1,2,0,15217,24817,2496,1308,293
1,1,0,21314,6829,8156,1078,97
1,2,2,10993,3434,90,219,58
1,2,0,27753,9277,1757,1204,183
1,2,2,17581,26761,2905,85,179
2,1,0,24777,22740,568,256,123
1,0,2,11201,13698,2230,203,146
1,1,1,5475,23345,308,188,152
0,1,0,4511,10150,9695,878,133
2,2,1,18211,15088,7517,353,186
1,1,1,8420,21427,2925,1327,290
1,1,0,15060,6034,3083,823,177
2,2,1,29657,4276,5380,468,130
1,0,2,4206,4417,4826,580,234
2,0,0,5073,14890,3388,1389,305
2,0,1,505,19897,2910,224,208
1,2,1,8159,27738,7039,549,290
0,1,2,9241,19753,4144,1058,157
0,2,2,22813,1625,4841,698,111
1,2,2,15026,15531,4411,382,248
0,2,2,10031,18311,3557,443,153
0,1,1,23855,9709,1584,1358,267
0,2,2,29167,5139,949,543,62
0,1,2,16400,9276,405,302,291
0,0,1,5807,17348,6858,1133,147
0,1,2,5217,19455,5618,631,17
2,2,1,9742,27890,1607,329,155
0,1,2,7579,22314,3258,722,110
1,2,1,18537,25551,2832,438,140
2,1,1,19696,25711,5960,1399,219
2,0,0,10025,2897,9234,668,209
2,2,2,7887,1183,6844,289,181
0,2,1,5223,14720,153,1047,71
1,2,0,9116,16880,6930,1138,127
0,0,2,4518,22391,6705,547,13
0,0,2,24999,19049,8588,1318,310
0,1,2,22559,10423,2907,269,47
1,0,1,23490,15484,9463,1312,8
0,0,1,4553,26603,1842,1050,62
0,2,1,15606,19819,6160,303,80
2,1,1,14508,14491,4424,976,40
1,2,1,2647,4359,4909,869,70
2,0,0,26723,18917,5510,1105,4
1,1,0,22403,6310,337,1285,32
1,0,0,10353,28400,4753,1143,211
0,2,2,27468,25892,5317,1313,44
1,1,0,20897,5620,8351,1040,147
2,2,1,3727,19309,1124,1163,266
1,1,1,6456,24325,2588,400,178
0,0,0,19247,1150,9623,653,57
2,1,1,4091,25182,2788,447,184
0,0,0,28715,22180,7333,294,194
2,2,1,3247,21420,2142,305,290
1,1,2,29212,2223,5020,1087,213
1,2,0,4489,18076,663,638,243
1,1,2,28032,24771,6472,188,175
0,2,0,26591,15226,728,535,211
2,2,1,21449,4491,8516,289,229
1,0,0,5900,19949,9400,564,287
2,2,2,16114,1228,861,264,160
2,0,1,28204,9809,4671,305,18
2,2,1,24599,14812,934,1364,60
1,0,2,12461,26395,1101,414,122
2,0,1,2508,22243,5437,793,93
1,1,1,10091,3836,3857,64,2
1,2,2,27586,13747,9269,991,287
1,0,1,17958,22656,8002,329,64
1,0,2,13796,1795,7644,1227,151
1,2,1,1719,18406,290,603,62
0,1,0,24670,28788,4570,840,277
2,2,2,22434,27775,1276,420,34
0,1,0,9532,20372,5634,213,21
2,0,1,26988,29561,2010,1112,267
0,2,0,24069,11958,3300,617,297
1,0,0,4212,5669,6459,1064,84
2,2,0,18396,29573,4689,919,6
2,1,1,10087,13164,4608,1436,196
2,1,0,27482,11811,5675,402,247
2,0,1,21453,21383,3627,1254,241
0,1,0,24261,522,21,1132,223
0,2,1,3609,5421,8452,17,128
0,0,1,13198,6531,6952,493,86
1,2,0,13383,23123,6605,259,237
2,2,1,2970,18581,1668,68,89
2,0,0,3956,9073,1148,305,132
2,1,1,12074,11745,2482,302,224
0,2,2,11272,7066,204,665,96
2,1,1,27711,25083,5142,1387,143
2,0,1,6690,15690,6025,1174,182
1,1,1,26076,23443,2309,788,206
2,1,1,18289,16179,8487,1175,117
1,2,2,14581,9428,459,448,53
0,0,2,23404,10066,8365,443,59
0,0,2,24574,12828,7389,809,86
2,2,2,4220,302,5247,244,146
1,0,1,28716,165,6658,16,281
1,2,2,20983,2841,4244,632,91
2,2,2,23494,2527,3153,568,116
2,1,0,17142,29110,366,798,240
1,1,1,27059,8874,4340,6,285
0,1,2,8837,20400,4787,1043,31
0,2,2,3887,18367,9022,213,273
2,2,2,24692,11678,3460,1013,181
1,0,2,5377,22000,2439,323,47
2,0,0,17150,23201,1817,625,254
2,2,0,5691,10108,4162,1029,58
2,2,0,1997,12167,8377,1356,54
0,1,1,4454,18953,6149,646,86
2,0,1,29133,1472,5943,109,251
2,0,0,16903,8891,3385,1429,100
1,2,1,20720,27299,1230,953,105
2,0,1,24619,17344,3136,505,223
0,0,0,25893,2511,4027,976,100
0,0,1,10078,16023,2096,1064,44
0,2,0,3683,23499,8599,342,121
0,0,0,7509,18179,3205,87,43
0,2,1,16478,6123,1153,1318,299
0,2,1,11001,13590,2606,1378,141
2,0,2,17038,21873,9575,1002,119
0,2,1,27779,5486,4818,414,129
2,2,1,28544,3664,1104,999,179
2,2,0,29107,12280,4467,803,308
0,2,1,18644,13182,4624,2,110
0,0,2,12149,6517,8920,272,164
1,0,0,16261,14615,6735,437,310
0,0,2,25844,4977,8346,1166,177
2,2,0,9619,4589,2850,662,43
0,2,2,26056,689,1523,414,59
0,2,2,14008,20343,4624,1054,100
0,1,0,20968,28330,5695,1280,210
1,0,1,170,12287,5815,403,304
1,1,2,4599,12082,5070,689,213
1,2,1,3040,14494,4196,656,196
0,1,0,16088,3040,4237,275,147
0,1,2,19282,11261,3727,9,12
2,1,1,24587,26746,9782,113,213
2,0,0,26190,27065,4312,1061,224
1,2,1,11173,9446,1715,893,59
1,0,0,12131,16001,2710,362,257
2,2,1,13768,11589,6279,167,279
0,1,0,3997,25257,3757,296,313
2,2,2,1978,10546,4371,911,154
1,0,2,5395,17302,211,695,23
1,1,0,7934,5539,2636,1057,252
0,2,0,24100,21744,578,861,107
0,2,0,15155,2173,3668,261,297
0,1,1,28352,23642,7994,881,194
2,1,0,3772,19324,3014,709,114
0,0,0,2353,17752,8587,757,64
0,1,1,25134,2413,2027,859,154
1,2,0,10874,10076,180,1326,34
1,0,2,23319,13512,9139,1129,80
2,0,0,23670,27962,6908,1030,134
1,0,2,14026,21128,9643,1077,197
1,1,0,1325,14577,7106,1205,220
2,2,2,12791,7892,2339,1267,131
1,1,2,20244,5787,7510,79,202
1,2,0,25398,22890,4312,646,120
1,2,0,24953,23829,7073,30,265
1,0,1,3822,5721,2713,1333,211
0,1,0,25096,22995,4967,1417,173
2,0,2,4409,10233,8226,1029,30
0,2,2,21711,4657,590,1293,181
1,2,0,17940,27645,394,725,311
1,0,1,17977,7308,7962,803,314
0,0,1,8265,18885,5995,431,207
1,2,0,29295,13116,9029,300,34
0,1,0,25152,919,3235,1105,167
1,2,0,4920,24964,3589,1020,195
1,0,2,24419,26394,7619,394,98
2,2,2,22409,10678,9073,1098,8
2,0,2,21786,10213,6680,1423,232
1,2,0,19840,6207,367,194,238
1,0,1,4146,27945,5091,9,65
2,1,1,17097,26876,6696,207,246
0,0,1,5508,17693,2304,159,86
2,1,2,15267,17324,7911,914,240
0,0,0,27457,12249,108,744,286
1,0,0,13967,26058,2926,462,119
1,1,2,6011,14312,1730,627,156
0,1,0,18712,21717,3221,982,301
0,0,2,22415,5281,1905,314,43
1,2,1,11761,28605,5459,1126,271
1,2,1,27732,12755,8496,631,106
0,0,1,2577,15902,5810,198,24
1,2,2,11990,3657,2392,590,216
0,1,2,2801,12595,1610,623,100
2,1,0,17407,27720,9237,1376,306
0,0,1,5123,17215,4179,832,88
0,1,1,17876,13912,9799,345,217
1,1,1,37,24921,4674,1258,1
1,2,2,28206,14587,1346,14,23
0,1,1,4427,28903,9411,1007,159
2,0,0,19806,7965,9224,377,290
0,2,1,26383,24060,2166,356,134
1,2,2,22828,19421,2492,1407,154
2,2,0,23912,25298,7588,18,70
1,2,2,21048,18369,4713,1405,281
2,2,1,22913,24786,2069,1153,222
1,2,1,27223,27875,6950,223,209
2,0,2,27565,17718,1510,26,133
2,2,1,4686,22903,4272,34,135
0,2,2,1050,26759,609,352,174
2,2,1,21083,3590,504,964,122
2,2,1,8991,7762,1703,21,50
2,1,2,9510,13543,8753,921,136
0,1,0,29745,17053,8796,332,268
0,1,0,201,6150,5236,1247,121
1,0,1,14136,13253,7617,478,107
0,1,1,28628,5921,461,869,189
0,2,1,25273,10084,2438,180,287
1,2,1,29468,19908,3991,525,76
0,1,2,27905,9770,4946,330,128
1,0,0,25697,12086,6937,107,89
1,0,1,19648,15293,9545,1123,4
1,0,0,22130,5931,4217,108,293
2,2,2,8337,7146,6318,511,114
0,0,0,20056,9892,3597,763,38
0,0,0,12737,3954,8707,880,87
2,2,2,22552,22477,8462,1234,291
2,0,2,18431,3048,7343,899,190
0,0,2,23847,6764,8499,822,76
1,0,0,22630,7226,8719,1421,41
0,0,2,26029,13839,1963,781,181
0,1,0,17681,4221,273,425,24
0,0,2,3750,4177,884,159,42
1,0,1,13752,7115,8248,767,140
0,0,0,12126,3299,8573,230,97
1,0,1,12851,4032,6839,268,84
2,0,2,22496,28981,1090,229,175
0,2,0,10586,1175,5040,816,243
0,2,2,10217,18071,2749,1259,79
1,2,0,21467,20479,6871,416,126
0,2,1,18857,18889,1316,960,130
2,2,0,26710,23511,1061,564,76
2,1,2,15294,29463,7994,1345,188
1,2,2,19506,1390,7252,569,101
1,2,1,25748,10929,1793,462,81
2,1,0,6996,14768,982,763,239
1,2,1,26884,10586,8964,369,225
2,0,2,27761,28628,5186,983,9
2,1,0,11890,9155,4490,1055,287
1,0,1,4320,12819,2252,479,37
1,2,1,17459,12961,114,147,63
2,0,0,28328,17285,2305,34,208
2,2,0,16391,25751,4773,883,177
1,2,0,15073,28434,4556,1061,160
0,1,1,1188,13907,1855,1260,24
2,0,1,28193,495,2575,1005,29
0,1,1,26617,17383,8067,824,156
1,0,0,25621,28900,8475,1305,239
2,1,0,26516,8709,7161,1340,100
0,0,0,9787,10090,3050,630,25
1,0,1,13614,7286,5421,1168,6
0,1,1,9394,27501,178,75,139
0,0,2,15614,19269,7418,116,273
1,2,2,25825,5232,7484,19,236
0,1,2,20402,20925,3960,2,232
1,1,2,17604,13659,2960,181,20
2,0,2,28685,15400,45,455,6
0,0,0,10952,670,6036,146,181
1,1,1,13100,21506,9033,298,305
1,0,1,9541,22093,4269,842,226
1,2,2,28002,8969,2365,831,147
0,0,2,439,7993,8421,681,256
0,2,0,16423,23502,6003,1389,74
0,1,2,18029,1234,5633,1218,120
1,0,2,26702,20889,7013,85,201
0,2,2,26137,8679,5309,492,18
2,2,0,24247,1537,135,1359,195
0,0,0,21501,21530,8282,224,76
0,2,1,15928,21784,2485,133,22
1,2,0,28930,21347,7924,705,102
1,0,0,29222,23538,2049,191,118
1,2,0,19820,2557,6408,813,211
0,1,1,5121,15397,268,352,78
1,2,1,7696,15887,1339,1321,159
0,0,0,20658,22484,7880,1187,174
1,2,2,1422,17308,7959,705,97
2,0,2,13882,28109,400,975,104
0,0,0,26665,19556,1680,572,271
0,1,2,27441,3869,6884,891,202
1,1,1,4691,16641,1074,79,257
1,1,2,11901,14194,4214,294,38
0,1,0,3511,13441,1690,51,247
0,0,0,26335,13357,6920,730,107
1,1,2,21410,2200,5618,1366,301
1,0,2,402,5925,6224,17,80
1,2,0,21617,27759,1128,1054,100
2,2,2,6169,20708,3897,1114,0
1,1,0,2338,7282,5395,920,217
2,1,1,9712,25328,8234,218,188
2,1,0,11677,13631,757,1085,269
2,0,0,8798,29075,6146,1179,90
1,2,0,23229,4051,8256,1155,231
0,0,0,15380,2448,514,1422,132
2,1,0,25974,16525,8146,1297,54
2,0,1,27360,972,5741,1322,86
2,1,1,4463,4175,3279,1046,190
2,0,0,3746,9002,4262,530,41
0,0,1,27825,4424,5698,714,70
1,2,0,294,24040,7139,1076,280
2,0,1,25331,19469,6136,708,53
2,1,0,13462,11556,264,1193,133
0,1,0,12580,9553,8615,897,66
2,2,1,13557,1657,6734,24,51
1,2,1,16456,56,9695,974,310
2,1,2,3899,896,8640,177,272
1,0,1,5534,20009,4055,128,38
0,0,1,27022,12788,7181,889,63
